source,source_id,title,address,place,map_x,map_y,image_url,start_date,end_date,usage_time,tel,description,homepage,sigungu_code
busan_festival,71,"부산바다축제(한,영, 중간,중번,일)",,다대포 해수욕장 일원,129.11713,35.151604,https://www.visitbusan.net/uploadImgs/files/cntnts/20191213191711585_ttiel,,,,051-713-5000,"타오르는 태양, 시원한 바다, 금빛 백사장, 화려한 네온사인, 신나는 음악!
이 모든 것을 한 번에 즐길 수 있는 부산의 대표 여름축제, 부산바다축제를 소개한다.
부산바다축제는 해마다 여름이 되면 부산 시내  해수욕장에서 열린다.
축제는 다양한 프로그램으로 사람들을 맞이하는데 그 중에서도 메인 행사는 첫날의 개막파티이다.
매해 새로운 모습을 추구하기에 지난 회차와는 또 다른 행사를 즐길 수 있다.



개막파티를 놓친 이들이라도 매일 새롭게 열리는 참여행사를 통해 축제를 즐길 수 있다.
부산바다축제는 음악, 춤, 먹거리 등 모든 것을 즐길 수 있다.

특히나 뜨거운 여름밤을 달구기에 춤만 한 것도 없다. 해변에서 펼쳐지는 댄스파티 현장은 보는 것만으로도 몸치에서 탈출할 수 있을 것만 같다. 국‧내외 댄스 동호인들의 열정적인 스윙, 살사, 줌바 댄스를 직접 따라하다 보면 몸이 저절로 박자를 즐기고 있다.

다양하고 신나는 공연은 계속 이어진다.
부산 바다의 조용한 정취를 좋아하는 이들에게는 열린바다 열린음악회를, 미래의 힙합 전사들에게는 줌바다와 해변살사댄스 페스티벌을, 다대포 낙조의 낭만을 경험하고자 한다면 다대포 포크樂 페스티벌을 추천한다. 최고의 뮤지션들이 밤바다를 배경으로 연주하는 음악과 그들의 노랫소리는 귀를 호강시켜주기에 충분하니 말이다.
더불어 건전한 장애인 놀이문화와 다양한 스포츠행사, 레크레이션이 진행되는 장애인 한바다축제, 부산 청소년 바다축제도 열려 남녀노소, 장애인‧비장애인 할 것 없이 누구나 즐길 수 있는 부산바다축제임을 보여준다.
부산의 바다가 간직한 매력은 어디까지일까.
밤의 풍경, 음악, 젊음, 열정.
부산의 여름을 생각했을 때 떠오르는 많은 말들이 있지만 부산바다축제야말로 그 모든 것을 다 담고 있는 종합선물세트라고 할 수 있을 것이다.

무엇을 생각하든 그 이상을 만날 수 있는 축제. 이 축제만으로 여름의 부산을 찾을 이유는 충분하지 않을까.",http://www.bfo.or.kr/festival_sea/info/01.asp?MENUDIV=1,12
busan_festival,395,"부산불꽃축제(한, 영, 중간, 중번, 일)",부산광역시 수영구 광안해변로 219,부산불꽃축제,129.11848,35.152725,https://www.visitbusan.net/uploadImgs/files/cntnts/20241022165920388_ttiel,,,매년 11월,051-713-5000,"부산의 가을은 화려한 불빛으로 꽃핀다. 광안리 해변은 물론, 광안리 바다가 내려다보이는 곳이라면 부산 곳곳에 사람들이 모인다. 사람들의 수많은 이목이 광안리 바다와 하늘에 활짝 핀 불꽃에 하나로 모였다. 지금은 바로 부산불꽃축제의 시간이다.

반짝이는 광안대교가 보이기 시작한다. 광안대교가 가까워질수록 사람들은 점점 모여들어서 점차 발 디딜 틈도 보이지 않는다. 하지만 가을밤 기분 좋을 정도로 쌀쌀한 바닷바람을 맞으며 불꽃을 기다리는 사람들의 표정은 피어날 불꽃보다도 밝은 듯하다.

부산불꽃축제를 더욱 즐겁게 즐기기 위한 아이템에는 무엇이 있을까? 무엇보다 보온에 신경을 쓰는 게 좋다. 낮에는 따뜻한 날씨일지라도 가을밤바다는 바람도 많이 불고 춥기 때문에, 출발할 때는 약간 덥다고 느낄지라도 따뜻한 외투도 입고 담요도 챙기는 것이 좋다. 그리고 수많은 사람이 광안리에 모이는 만큼 한 번 자리를 잡으면 불꽃축제가 끝날 때 까지 다시 나갔다가 자리로 돌아오기 쉽지 않다. 불꽃축제와 함께 즐길 먹을거리와 마실 거리를 미리 챙기고, 화장실도 자리에 앉기 전에 미리 해결해서 난감한 경우가 생기지 않도록 하자.

미리 도착해서 함께 불꽃축제를 즐길 사람들과 먹을거리를 나누며 기다리는 시간. 긴 시간 같지만 점점 많아지는 사람들을 바라보며 즐거운 축제의 분위기에 젖어 들다보면 어느새 주위는 어둑어둑해진다. 이제 불꽃의 시간이 얼마 남지 않았다.
백 만 명이 넘는 사람이 함께 외치는 카운트다운 소리와 함께 드디어 불꽃축제가 시작됐다. 한 발 한 발 까만 밤하늘 위로 선을 그으며 올라가는 불꽃들이 펑! 하는 소리와 함께 큼직하게 퍼진다. 퍼지는 불꽃은 한 두 개가 아니라, 한 눈에 다 담아지지도 않을 만큼 많고 넓은 불꽃의 향연이다.
광안대교 앞에 떠있는 바지선에서 먼저, 광안대교에서 한 번 더, 그리고 광안대교 뒤쪽 넓은 바다에서 또 한 번 서로를 감싸주듯 쏟아지는 불꽃의 향연에 모두가 젖어든다.
부산불꽃축제는 광안리 해수욕장에서만 즐길 수 있는 것은 아니다. 부산의 다양한 곳에서 또 다른 느낌으로 즐길 수 있다. 대표적인 장소로는 마린시티, 황령산 봉수대, 달맞이고개, 청사포 등이 있다. 사실 워낙 불꽃의 규모가 크다 보니 부산의 어지간한 높은 곳에서는 다 보이긴 하지만, 거리가 멀어질수록 당연히 불꽃의 일부만 보이고 펑펑 터지는 소리와 불꽃의 시간차가 길어지기 때문에 다소 역동감은 떨어질 수 있으니 기호와 상황에 따라 적절한 장소를 선택하도록 하자.

밤바다와 밤하늘, 음악과 불꽃 그리고 사람들의 함성과 부산의 야경이 함께 만들어내는 아름다운 부산 가을밤의 하모니. 바로 부산불꽃축제다.

**부산 불꽃축제**
2025. 11. 15.(토)",https://www.bfo.or.kr/festival/info/01.asp?MENUDIV=1,12
busan_festival,1694,"부산수제맥주마스터스챌린지(한,영,중간,중번,일)",부산 해운대구 수영강변대로 120,BEXCO 야외광장 일원,129.1269,35.171036,https://www.visitbusan.net/uploadImgs/files/cntnts/20230821115632607_ttiel,,,2025. 9. 20.(토) ~ 2025. 9. 24.(수),051-740-7300,"부산지역 최고의 수제맥주를 다채롭게 맛보고 즐기는 시민 참여형 축제, 부산수제맥주마스터스챌린지에 흠뻑 빠져 볼까요? 

맥주 러버라면 꼭 가봐야 할 축제, 맥주 러버가 아니더라도 즐길거리 충만한 축제!


부산 수제맥주의 우수성을 뽐내는 수제맥주 품평회, 부산 수제맥주 브랜드를 맛보고 즐기는 수제맥주 팝업스토어, 로컬 소상공인들이 만든 다양한 콘텐츠와 상품을 한자리에 모은 플리마켓, 수제맥주와 피자 만들기 체험 등 오감(五感)을 자극하는 남녀노소 모두 즐길 만한 부대행사와 이벤트가 한가득 펼쳐지는데요. 

부산수제맥주마스터스챌린지에서 부산 수제맥주 특유의 깊은 풍미와 쌉싸름한 찐 맥주 맛과 멋에 한껏 빠져보길 바라요!",https://festivalshiwol.app/,16
busan_festival,1432,"부산연등회(한,영,중간,중번,일)","송상현광장 부산광역시 부산진구 중앙대로 지하 818
부산시민공원 부산광역시 부산진구 시민공원로 73","송상현광장, 부산시민공원",129.06589,35.166367,https://www.visitbusan.net/uploadImgs/files/cntnts/20230517141710433_ttiel,,,,051-867-0501~3,"가정의 달 5월엔 특별한 날이 참 많아요. 어린이날, 어버이날, 스승의 날, 성년의 날을 비롯해 부처님 오신 날도 있어요. ‘부처님 오신 날’을 맞이하여 각각 사찰은 물론 시내 곳곳에서 열리는 크고 작은 관련 행사들이 열리는데, 부산 도심 한가운데에 위치한 송상현광장과 부산시민공원 일대에서 열리는 ‘부산연등회’가 대표적이라 할 수 있어요.

축제 기간 동안 알록달록 은은한 연등이 예쁜 불을 밝히며 도심을 아름답게 수놓을 예정이에요. 


소나무와 메타세쿼이아 가득한 아름다운 숲과 넓은 광장을 간직한 송상현광장은 각종 편의시설도 갖추고 있어 누구나 여유와 휴식을 즐길 수 있는 공간이다. 연등문화제 기간 동안에는 화려한 문양을 가진 형형색색 연등이 광장 곳곳을 아름답게 채웠다. 늦은 오후 가로수길 사이로 길게 드리워진 햇살을 즐기며 불을 밝힐 준비를 하는 연등을 구경하는 재미도 쏠쏠하다.


길게 늘어선 가로수 산책로로 연결된 다이내믹 부산마당과 역사마당이 연등문화제가 열리는 주요 장소이다. 넓은 잔디광장과 중간중간 쉬어갈 수 있는 휴식공간이 있어 이곳을 방문하는 사람들의 최애 공간이다. 연등문화제 기간 동안 1,000원 비용을 지불하면 직접 소원을 적은 소원등을 달아볼 수 있는 체험도 진행되었다.
곳곳에 설치된 연등은 유명 만화나 영화 캐릭터는 물론 불교를 대표하는 다양한 주제를 담고 있어 어른들뿐 아니라 아이를 동반한 가족들도 모두 함께 연등축제를 즐기기에 부족함이 없어 보였다


어둠이 내리고 연등이 환하게 불을 밝히자 사람들이 삼삼오오 모여들기 시작한다. 어두워진 밤하늘을 배경으로 빛을 발하는 각양각색의 연등이 낮의 풍경과 대비되는 아름다운 풍경을 선사한다. 불심 가득 담은 연등부터 다채로운 스토리를 가진 연등이 조화롭게 어우러져 전통적인 아름다움을 물씬 풍긴다. 각자 마음의 기원을 담아 소원등에 붉을 밝히는 사람들의 표정이 즐겁다.

**부산 연등회**
2026. 05. 01 ~ 05. 17.",http://www.bba48.or.kr,7
busan_festival,2383,부산콘서트홀 개관 페스티벌,부산광역시 진구 동평로250(연지동) 부산콘서트홀,부산콘서트홀,129.0544,35.169422,https://www.visitbusan.net/uploadImgs/files/cntnts/20250520203304478_ttiel,,,2025. 6. 21.(토) ~ 6. 28.(토),,"부산콘서트홀은 2025년 6월 개관을 앞두고 있는 클래식 전문 공연장입니다.
콘서트홀이 위치한 시민공원은 미국부대 주둔으로 일반인이 접근할 수 없는 공간이었지만, 100여 년 만인 2015년 시민의 쉼의 공간으로 거듭나 개장한 곳입니다.

부산콘서트홀에서는 6월 21일(토)부터 6월 28(토)까지, 세계적인 아티스트들과 함께하는 '부산콘서트홀 개관 페스티벌'이 열립니다.

<p class=""font-size20 colorDarkBlue medium"">◼︎ 부산콘서트홀 개관 페스티벌</p>
- 일시: 6. 21.(토) ~ 6. 28.(토) 
- 장소: 부산콘서트홀(콘서트홀,챔버홀)
- 라인업
• 6. 21.(토): 하나를 위한 노래(지휘 정명훈, 바이올린 사야카 쇼지, 첼로 지안 왕, 연주 APO)
• 6. 22.(일): 황제 그리고 오르간(지휘 정명훈, 피아노 조성진, 오르간: 조재혁, 연주: APO)
• 6. 22.(일): And now Beethoven(지휘 알렉세이 이구데스만, 주형기)
• 6. 23.(월): 베토벤과 낭만(피아노 선우예권·APO챔버)
• 6. 25.(수): 고전의 흐름(피아노 정명훈·APO챔버)
• 6. 27.(금),6.28.(토): 사랑으로 부르는 자유,피델리오(콘서트 오페라)",https://classicbusan.busan.go.kr/,7
busan_festival,807,"부산푸드필름페스타(한, 영)",부산광역시 해운대구 수영강변대로 120,부산푸드필름페스타,129.12698,35.17107,https://www.visitbusan.net/uploadImgs/files/cntnts/20200701210502556_ttiel,,,,051-710-6948,"부산푸드필름페스타는 ‘영화’와 ‘음식’을 매개로 다양한 푸드콘텐츠를 즐길 수 있는 음식영화 축제의 장입니다.
섹션 별로 나누어진 다양한 영화상영 프로그램을 즐기고 전문가와 함께 영화 속 음식이야기를 나눕니다. 포트럭테이블을 비롯하여, 푸드테라피존, 수제맥주존, 푸드트럭존, 플리마켓 등 풍성한 야외 부대행사도 진행됩니다.

영화 속 음식이 궁금하세요? 부산 로컬 음식을 맛보고 싶으신가요?
그렇다면 이번 이색영화축제를 놓치지 말아야죠.^^

영화를 맛있게 감상하는 방법, 부산푸드필름페스타로 오세요!

**푸드 필름 페스타**
2026. 06. 26.(금) ~ 06. 28.(일)",https://bfff.kr/,16
busan_festival,500,"사상강변축제(한,영,중간,중번,일)",부산광역시 사상구 삼락생태공원,삼락생태공원 문화마당,128.97198,35.168854,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102124932671_ttiel,,,,051-310-4062,"9월 20일(토)부터 21일(일)까지, 부산 최초의 지방정원인 삼락생태공원에서 문화와 예술이 어우러진 축제의 장, 제22회 사상강변축제가 펼쳐집니다.

푸른 낙동강변 천혜의 자연환경 속에서 펼쳐지는 사상강변축제는 ‘정원도시 사상, 도시를 초록하다!’는 주제로 펼쳐지며, 다채로운 프로그램과 풍성한 공연으로 도시 곳곳을 푸르게 물들입니다.

청소년 예술제로 밝은 서막을 여는 사상강변축제는 개막식과 강변음악회를 시작으로, 일요일에는 주민자치 어울림 마당과 다문화 박람회, 강변가요제가 이어지며 남녀노소 모두에게 즐거움과 감동을 선사합니다.",https://xn--939a392a91cocr48bfii.com/,9
busan_festival,403,"삼광사 연등축제(한,영,중간,중번,일)",부산광역시 부산진구 초읍천로43번길 77,삼광사 연등축제,129.04338,35.175694,https://www.visitbusan.net/uploadImgs/files/cntnts/20230503134701548_ttiel,,,,051-808-7111,"부처님 오신 날을 전후로 새벽까지 환하게 연등을 밝히는 삼광사. 수를 셀 수 없는 수 만개의 연등이 백양산 자락을 수놓는다. 부처님의 지혜로 온 세상의 어둠을 밝히는 경이로운 축제다.
연등터널이 만들어진 계단을 오를수록 현실을 벗어나 환상의 세계로 점점 빠져든다. 머리 위로 쏟아지는 수많은 불빛에 눈이 부시다. 경내 뒤편 가장 꼭대기로 오르면 삼광사의 연등 물결이 장관을 이룬다. 번뇌로 가득한 어두운 마음이 환해지는 것 같다. (2012년 미국 CNN ‘한국의 아름다운 명소 50선’에 선정)",http://www.samkwangsa.or.kr/,7
busan_festival,329,"센텀맥주축제(한,영,중간,중번,일)",부산광역시 해운대구 수영강변대로 120,센텀맥주축제,129.12697,35.170998,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227114742493_ttiel,,,,051-850-9344,"도심 속에서 젊음의 열기를 대방출하라!
회를 더할수록 뜨거워지는 센텀맥주축제는 동서양 남녀노소 장벽 없이 모두 한마음으로 마음껏 즐길 수 있는 축제의 장이 되었다. 페이스페인팅으로 참가 분위기는 업, 생맥주 무료 시음으로 기분 또한 업.
다양한 이벤트와 EDM파티는 참가한 모든 이들을 충분히 흥분의 도가니 속으로 빠져들게 한다. 그동안 쌓인 스트레스, 센텀맥주축제에서 시원하게 날려버리자.",http://www.beerfestival.co.kr,16
busan_festival,253,"수국축제(한,영,중간,중번,일)",부산광역시 영도구 전망로 119,"태종대, 태종사",129.08812,35.05602,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222160520749_ttiel,,,,051-419-4061~6,"본격적인 휴가철이 시작되기 전, 초여름의 부산에서 반드시 만나야할 축제가 있다.
태종대에 위치한 사찰 태종사 일대에서 매년 6월 말 ~ 7월 초에 열리는 수국꽃문화축제가 바로 그 주인공이다. 태종대의 해안절경을 만끽하며 오색찬란한 수국을 제대로 즐길 수 있는 관광코스로도 유명하다.

수국꽃문화축제가 열리는 태종사로 가는 방법은 두 가지다. 태종대를 즐기며 태종사까지 걷는 도보형, 그리고 다누비열차를 이용하는 다누비형이 있다. 수국 축제를 빨리 만나고 싶다면 다누비 열차를 타고 태종사 입구에 내려 아름다운 수국꽃길 걸으며 태종사로 오르면 된다. 걷기를 좋아하는 방문자라면 산책길을 따라 태종사까지 여유롭게 걸어보는 것도 좋겠다. 상쾌한 바닷바람 맞으며 천천히 걷다보면 수국꽃 흐트러진 태종사 입구가 여행자를 반긴다.

태종사의 수국들은 주지스님께서 40여 년 동안 심고 가꾸어온 것이라 한다. 스님께서는 다양한 수국 모종을 구하기 위해 세계 곳곳을 돌며 발품을 팔았다고 한다. 현재 태종사 일대 수국의 종류가 30여 종, 총 5000여 그루에 달한다고 하니 그 규모가 엄청나다. 태종사 수국의 장관을 시민들과 함께 나누고픈 스님의 바람을 담아 2006년부터 수국꽃문화축제가 시작되었다.

한국의 대표적인 수국 군락지로 유명한 태종사 일대는 매년 축제 기간이 되면 수국의 향연을 즐기려는 많은 사람들로 북적인다. 여기저기 터지는 셔터소리와 조용한 웃음소리, 그리고 활짝 핀 수국이 어우러져 또 다른 광경을 선사한다. 다채로운 색을 간직한 수국은 그 색깔에 따라 꽃말도 여러 개를 가지고 있다. 분홍색은 ‘진심 & 처녀의 꿈’, 청색은 ‘냉정’, 흰색은 ‘변덕’이라고 하니 다채로운 색깔만큼이나 다양한 꽃말이 재밌다. 축제 기간 중에는 냉면을 무료로 시식하는 ‘꽃밭냉면시식회’를 비롯, ‘꽃밭포토존’, ‘꽃밭버스킹’, ‘힐링숲길 산책로체험’ 등 다양한 프로그램이 준비되어 있으므로 일정표를 꼭 확인하여 축제를 알차게 즐겨 봐도 좋을 것이다.

사랑하는 사람의 손을 잡고, 시원한 여름바람 맞으며 즐기는 오색찬란한 수국꽃밭. 작은 모종을 하나 둘 심어온 정성스러운 손길. 그 손길이 시간을 만나 이루어낸 놀라운 기적을 직접 만나보자.",,14
busan_festival,523,"조선통신사축제(한,영,중간,중번,일)","북항친수공원, APEC하우스, 용호별빛공원, 범어사",조선통신사축제,129.03273,35.10072,https://www.visitbusan.net/uploadImgs/files/cntnts/20200110115509318_ttiel,,,,051-631-0858,"추위가 가신 완연한 부산의 봄날, 용두산 공원은 조선통신사 축제 행렬재현으로 분주하다. 조선통신사는 조선시대 일본으로 파견된 대규모 평화사절단으로, 국서를 받들고 가는 관료 이외에도 일본은 의사나 화가, 기예단원 등의 파견을 요청했다고 한다. 일본의 문화예술을 비롯한 각 분야에 큰 영향을 끼친 조선통신사 기록물은 유네스코 세계기록유산으로 한일 공동 등재되었다. 눈앞에 펼쳐지는 조선통신사 행렬이 더욱 큰 의미로 다가온다.

** 조선통신사 축제**
2025.4.25. (금) ~ 4.27. (일)",http://www.tongsinsa.com/,15
busan_festival,414,"차이나타운특구 문화축제(한,영,중간,중번,일)",부산광역시 동구 대영로243번길 43,부산차이나타운특구 문화축제,129.03809,35.11431,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230202600804_ttiel,,,,051-440-4062(동구청 문화관광과),"부산역 앞은 역사적, 지리적 배경을 바탕으로 왜관, 청관, 미군 주둔 기지, 외항선 등과 관련된 다양한 문화들이 존재해 왔다.
그중에서도 차이나타운은 우리나라에 중국의 영사관(청관)이 처음 생긴 자리와 그 주변을 중심으로 중국인들이 대거 이주한 이래 부산 최대 화교 거주지로서의 형태를 갖추게 되었다. 오랜 시간 부산역 앞을 지키며 중국 특유의 분위기와 즐비한 맛집을 형성하여 부산 시민은 물론 부산을 찾는 많은 여행자들에게도 인기 있는 장소로 사랑받고 있다.
해마다 10월이면 이곳 차이나타운에서 열리는 축제가 있다. 바로 부산 차이나타운 특구 문화축제. 차이나타운에 터를 잡고 살아온 중국인들의 애환을 감싸고, 한‧중이 어우러지는 잔치를 표방하고자 2004년 처음 시작되었다. 해를 거듭할수록 특색 있는 중국 문화를 경험하고픈 방문객들의 수가 늘어나면서 차이나타운 골목골목 수많은 인파들로 발 디딜 틈이 없다.
차이나타운 특구 문화축제에서는 다양한 문화 공연과 체험 및 전시, 무대 행사 등을 만나볼 수 있다.
중국의 전통 의상을 입고 펼치는 무예와 무용을 만날 수 있는 화려한 거리 퍼레이드를 시작으로 화교 중‧고등학교에서 꾸미는 개막과 폐막의 주 무대가 이색적이다.
더불어 중국 상해 예술단을 초청해 변검, 경극, 전통춤 등 생동감 넘치는 공연도 만나볼 수 있다. 신나는 공연을 보여준 예술단과 인증샷을 남기는 관객의 표정이 축제의 흥겨움을 전해준다. 아이와 함께 중국 문화를 직접 체험해 보는 프로그램도 놓칠 수 없다. 전통 가면 하나 만들어 쓰면 너도나도 변검 마술에 도전해 볼 수 있지 않을까.
차이나타운의 모든 가게가 함께 하는 축제 분위기는 음식문화에서 정점을 찍는다. 차이나타운 특구 내 중식당들이 맛보기 시식회를 운영하고, 각종 이벤트 경품으로 중식당 무료 쿠폰도 제공되니 행운을 노려봄직하다. 맛집 많기로 유명한 차이나타운인 만큼 중국 전통음식부터 시작해 축제 기간에만 만날 수 있는 주전부리들도 여행자들의 마음을 설레게 하기에 부족함이 없다.
낮의 생동감이 넘치던 거리는 밤이 되면 얼굴을 바꾼다. 중국의 활기찬 야시장으로 순간이동을 한 듯 거리 곳곳은 홍등으로 물든다. 선선한 바람에 이리저리 흔들리는 붉은 꽃등 아래의 골목은 중국 영화 속에서 본 어느 거리의 한 풍경 같다.
중국 문화의 다양한 볼거리, 먹거리, 즐길 거리를 찾는다면 부산 차이나타운 특구 문화축제가 제격이다. 높아지는 가을 하늘 만끽하며 홍등과 함께하는 이국적인 정취를 찾아 차이나타운으로 향한다.

""25년 축제 안내""
2025. 10. 17 ~ 10. 19.",https://부산차이나축제.com,5
busan_festival,2373,택슐랭,,"부산역, 부산근현대역사관, 충무동 새벽시장, 유라리광장",129.04025,35.115173,https://www.visitbusan.net/uploadImgs/files/cntnts/20250513184648656_ttiel,,,2025. 5. 16.(금) ~ 5. 18.(일),,"택시(Taxi) + 미슐랭(Michelin) = 택슐랭(Taxchelin)
10년 이상 경력의 베테랑 택시 기사들이 추천하는 현지 찐 맛집을 중심으로, 다양한 체험·투어 프로그램을 함께 즐기는 축제입니다. 
내비게이션보다 더 정확한 부산 베테랑 택시 기사들이 추천한 로컬 맛집을 맛보고, 체험하고, 축제로 즐겨보세요!
<p class=""font-size20 colorDarkBlue medium"" >택슐랭 가이드북</p>
제10회 부산원도심활성화축제에서 만나볼 수 있는 원도심의 다양한 미식과 숨은 명소 등 원도심의 매력을 한 권에 담아낸 '택슐랭 가이드북'은 2025. 5. 14.(수) 부산축제조직위원회 홈페이지, 인스타그램(@busan_festival), 비짓부산 등 온라인을 통해 만나보실 수 있으며, 행사 기간 중 다중집합지에서 오프라인으로도 만나보실 수 있습니다.
<p class=""font-size20 colorDarkBlue medium"" >택슐랭 오픈세레머니</p>
• 일시: 2025. 5. 16.(금) 19:30
• 장소: 부산역 광장
• 프로그램: 개막 공연, 택슐랭 가이드북 시상식, 다이닝 타임 등
• 신청방법：사전예약(인터파크티켓)
<p class=""font-size20 colorDarkBlue medium"" > 미션 도보투어 ‘입맛상회’</p>
• 일시: 2025. 5. 17.(토) ~ 5. 18.(일) 10:00 ~ 18:00
• 장소: 중구·서구 일대  ※집결장소: 부산근현대역사관
• 신청방법：사전예약(인터파크티켓) & 현장접수 가능(부산근현대역사관)

<p class=""font-size20 colorDarkBlue medium"" > 시장직배송 쿠킹클래스</p>
• 일시 : 2025. 5. 17.(토) ~ 5. 18.(일) 10:00 / 14:00
• 장소: 충무동 새벽시장, 서구가족복지센터  ※ 집결장소: 충무동 새벽시장 출입구 앞
• 신청방법: 부산축제조직위원회 홈페이지(구글폼)

<p class=""font-size20 colorDarkBlue medium"" >택슐랭 야경포차</p>
• 일시: 2025. 5. 17.(토) ~ 5. 18.(일) 18:30 ~ 22:00
• 장소: 중구 유라리 광장
• 이용방법: 현장 입장, 유료
<p class=""font-size20 colorDarkBlue medium"" >택슐랭 가이드 택시</p>
• 일시: 2025. 5. 17.(토) ~ 5. 18.(일) 11:30 ~ 22:00 (브레이크 타임 15:00 ~ 17:00)
• 장소: 임시승강장 : 남포역 7번 출구 앞
• 이용방법: 현장 접수, 기본요금 결제(식당 할인권 5,000원 제공)
<p class=""font-size20 colorDarkBlue medium"" >도심 체험존 ‘도파민 도심’</p>
• 일시 : 2025. 5. 17.(토) ~ 5. 18.(일) 13:00 ~ 18:00
• 프로그램 : 미각빙고, 버스킹 공연, 플리마켓 등
• 플리마켓 운영: 5. 16.(금) 15:00 ~ 21:00 ｜ 부산역 광장                   
                          5. 17.(토) ~ 5. 18.(일) 14:00 ~ 21:00 ｜ 광복로 시티스팟 일대",www.festivalbusan.com/taxchelin/,15
